ID,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy
145257198.5027.5027,0,0,0.25,0.25,0,0.25,0,0,0,0.25
145257975.5067.5067,0,0,0,0.5,0,0.5,0,0,0,0
141711171.1955.1957,0,0,0,0,0,0,0,0,0,0
141711171.1963.1957,0,0,0,0,0,0,0,0,0,0
141711606.1990.1990,0,0,0.142857143,0.285714286,0,0.428571429,0,0.142857143,0,0
142091462.2387.2387,0.130434783,0.130434783,0.130434783,0.086956522,0,0.086956522,0.173913043,0.086956522,0.130434783,0.043478261
142092839.2458.2458,0.045454545,0.045454545,0.272727273,0.136363636,0,0.227272727,0.181818182,0,0.045454545,0.045454545
103682985.3190.3190,0,0,0,0,0,0,0,0,0,0
103718219.5508.5504,0.142857143,0,0.142857143,0.285714286,0.142857143,0.285714286,0,0,0,0
103733226.6605.6605,0,0,0.125,0.125,0.125,0.25,0.125,0.125,0.125,0
103742109.7014.7014,0,0,0.166666667,0.083333333,0.083333333,0.583333333,0,0,0,0.083333333
103714647.1409.1409,0.2,0,0.1,0.1,0,0.1,0.2,0.2,0,0.1
103842721.2844.2844,0,0.25,0,0,0,0,0.25,0.25,0.25,0
103918995.2951.2947,0,0,0,0,0,0,0,0,0,0
555386626.4434.4434,0,0,0.333333333,0,0,0.333333333,0,0,0,0.333333333
555386626.4444.4434,0.166666667,0,0.083333333,0.166666667,0.041666667,0.291666667,0.166666667,0,0,0.083333333
555389303.4774.4762,0,0,0,0,0,1,0,0,0,0
555390401.4814.4813,0.166666667,0,0.083333333,0.166666667,0.041666667,0.291666667,0.166666667,0,0,0.083333333
555426864.4850.4850,0,0,0.25,0.25,0,0.25,0,0,0,0.25
555490475.5032.5032,0.225806452,0,0.064516129,0.129032258,0.064516129,0.225806452,0.193548387,0.032258065,0,0.064516129
138725911.16006.16006,0,0.333333333,0,0,0,0,0.333333333,0,0.333333333,0
138725911.16022.16006,0,0,0.142857143,0.285714286,0,0.285714286,0,0,0,0.285714286
138802315.16133.16133,0.047619048,0.047619048,0.047619048,0.238095238,0,0.285714286,0.095238095,0.047619048,0,0.19047619
138878087.16235.16235,0,0,0,0.454545455,0,0.363636364,0.090909091,0,0,0.090909091
139028696.16351.16351,0,0,0,0,0,0,0,0,0,0
139110724.16755.16755,0,0,0,0.333333333,0,0.333333333,0.166666667,0,0.166666667,0
315483727.17399.17399,0,0,0,0,0,0,0,0,0,0
315483727.17409.17399,0,0,0,0,0,0,0,0,0,0
315713398.16138.16138,0,0,0,0,0,1,0,0,0,0
315719069.16188.16188,0,0,0,0,0,0,0,0,0,0
336553167.12996.13006,0,0,0,0,0,0,0,0,0,0
336553167.13006.13006,0,0,0.1,0.3,0.1,0.3,0,0,0,0.2
336571130.13415.13415,0,0,0.166666667,0,0.333333333,0.166666667,0.333333333,0,0,0
336632971.13584.13584,0,0,0,0.25,0,0.25,0.25,0,0,0.25
63549647.6296.6296,0,0,0,0,0,0,0,0,0,0
63549647.6308.6296,0,0,0.25,0,0,0.5,0.25,0,0,0
63584090.6460.6460,0.090909091,0.090909091,0,0.090909091,0,0.454545455,0.181818182,0.090909091,0,0
64284336.6663.6663,0,0,0,0,0,1,0,0,0,0
64291193.6739.6739,0,0,0,0,0,0,0,0,0,0
570690471.2411.2413,0,0,0.333333333,0,0,0.666666667,0,0,0,0
570692187.2432.2432,0.059701493,0.029850746,0.074626866,0.223880597,0.014925373,0.358208955,0.089552239,0.029850746,0.014925373,0.104477612
570709021.3232.3232,0,0.125,0.25,0,0.125,0.25,0.25,0,0,0
574083928.3358.3358,0.166666667,0.166666667,0,0,0,0.083333333,0.25,0.083333333,0.25,0
92960315.5680.5680,0,0,0,0,0,0,0,0,0,0
92960315.5697.5680,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0
92961100.5697.5697,0,0,0,0,0,0,0,0,0,0
92961165.5770.5770,0,0,0,0,0,0,0,0,0,0
92968405.5892.5892,0,0,0.25,0.25,0,0.25,0,0,0,0.25
94748777.9565.9565,0,0,0,0,0,0,0,0,0,0
94757150.10067.10067,0,0,0,0.333333333,0,0.666666667,0,0,0,0
94758982.10167.10167,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0
94760806.10271.10271,0,0,0,1,0,0,0,0,0,0
94762739.10271.10271,0,0.066666667,0,0.333333333,0,0.333333333,0.133333333,0,0,0.133333333
94764630.10623.10623,0,0,0.176470588,0.176470588,0.117647059,0.352941176,0,0,0,0.176470588
567687735.949.949,0.2,0.2,0,0.2,0,0.2,0.2,0,0,0
567687735.970.949,0,0,0,0,0,1,0,0,0,0
567694604.1349.1349,0.137931034,0.103448276,0,0.137931034,0.034482759,0.206896552,0.172413793,0.137931034,0.068965517,0
567704303.1464.1464,0,0,0.111111111,0.222222222,0.111111111,0.333333333,0,0,0,0.222222222
567723759.1555.1555,0,0.2,0,0,0,0.4,0.2,0,0.2,0
548578347.7347.7347,0,0,0,0,0,0,0,0,0,0
548596737.7884.7828,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0
548597067.7940.7940,0,0,0,0.333333333,0,0.666666667,0,0,0,0
548597435.7973.7973,0,0,0.166666667,0.166666667,0.083333333,0.25,0.166666667,0,0.083333333,0.083333333
39263417.193.193,0,0,0,0,0,0,0,0,0,0
39263417.208.193,0.333333333,0.333333333,0,0,0,0,0.333333333,0,0,0
39276374.279.279,0,0,0.2,0.2,0.2,0.2,0,0,0,0.2
39348210.342.342,0,0,0,0,0,0,0,0,0,0
39911167.0.0,0,0,0,0,0,0,0,0,0,0
39911167.14.0,0.166666667,0,0.083333333,0.25,0.083333333,0.25,0.083333333,0,0,0.083333333
39911724.14.14,0,0,0.055555556,0.333333333,0.055555556,0.277777778,0.111111111,0,0.055555556,0.111111111
39912223.147.147,0.333333333,0,0,0,0.333333333,0,0.333333333,0,0,0
502802647.260.260,0,0,0,0,0,0,0,0,0,0
502802647.270.260,0,0,0,1,0,0,0,0,0,0
502804681.313.313,0,0,0,0.222222222,0,0.666666667,0,0,0,0.111111111
502806423.574.574,0,0,1,0,0,0,0,0,0,0
509954386.3192.3192,0,0,0,0,0,0,0,0,0,0
509954386.3205.3192,0,0,0.125,0.125,0.125,0.25,0.125,0,0,0.25
509954590.3276.3276,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0,0.111111111
509954897.3335.3335,0.142857143,0.142857143,0,0,0,0,0.428571429,0.142857143,0.142857143,0
73188468.24834.24834,0,0,0,0,0,0,1,0,0,0
73188468.24845.24834,0.028571429,0.028571429,0.228571429,0.228571429,0.057142857,0.257142857,0.085714286,0.028571429,0,0.057142857
73507834.25314.25314,0,0,0.142857143,0.285714286,0,0.428571429,0,0,0,0.142857143
73613842.25392.25392,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0
73680670.25502.25502,0.090909091,0.136363636,0.090909091,0.045454545,0.045454545,0.181818182,0.227272727,0.136363636,0,0.045454545
73529450.25568.25568,0,0,0,0,0,0,0,0,0,0
73529693.25805.25805,0,0,0.333333333,0,0,0.666666667,0,0,0,0
73531164.25926.25926,0.095238095,0.047619048,0.095238095,0.047619048,0,0.238095238,0.238095238,0.142857143,0.095238095,0
73536291.26249.26249,0,0.2,0,0,0,0.2,0.2,0.2,0.2,0
58286533.2629.2629,0,0,0.25,0.25,0,0.25,0,0,0,0.25
58286533.2641.2629,0,0,0,0,0,0,0,0,0,0
58289629.2715.2715,0.153846154,0,0.076923077,0.230769231,0,0.153846154,0.153846154,0.076923077,0.076923077,0.076923077
58290544.2866.2866,0,0,0,0,0,0,0,0,0,0
55989082.1431.1431,0,0,0,0,0,0,0,0,0,0
55989082.1437.1431,0,0,0,0,0,1,0,0,0,0
55991668.1452.1452,0,0,0,0.666666667,0,0.333333333,0,0,0,0
56035929.1524.1524,0,0,0,0,0,0.166666667,0.5,0,0.333333333,0
31619004.3644.3644,0,0,0,0,0,0,0,0,0,0
31619004.3658.3644,0,0,0,0.25,0,0.5,0,0,0,0.25
31643975.3789.3789,0,0,0,0,0,0,0,0,0,0
31735014.3718.3718,0,0,0.117647059,0.294117647,0,0.470588235,0.058823529,0.058823529,0,0
31746733.4165.4165,0.2,0.2,0,0,0,0,0.4,0.2,0,0
31748619.4223.4223,0.142857143,0.142857143,0,0.071428571,0,0.285714286,0.357142857,0,0,0
31749508.4520.4520,0,0,0,0,0,0,0,0,0,0
32533846.7956.7956,0,0,0,0,0,0,0,0,0,0
32533846.7968.7956,0,0,0,1,0,0,0,0,0,0
32535146.8412.8412,0.1,0.15,0.05,0.1,0,0.3,0.15,0.1,0.05,0
32537712.8578.8581,0,0,0.130434783,0.347826087,0,0.304347826,0.086956522,0.086956522,0,0.043478261
32538509.8845.8847,0.2,0,0,0,0.2,0.2,0.2,0.2,0,0
32540146.8949.8949,0,0.071428571,0.214285714,0.214285714,0,0.285714286,0.071428571,0.071428571,0,0.071428571
204194977.6271.6271,0,0,0,0,0,0,0,0,0,0
204194977.6283.6271,0,0.285714286,0,0,0,0.142857143,0.285714286,0.142857143,0.142857143,0
204216548.6352.6352,0,0,0,0,0,0,0,0,0,0
204336020.6400.6400,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0
204466270.6440.6440,0,0,0,0,0,0,1,0,0,0
175543533.9096.9096,0.333333333,0.333333333,0,0,0,0,0.333333333,0,0,0
175543533.9109.9096,0.25,0.25,0,0,0,0.125,0.375,0,0,0
175629377.9206.9206,0.090909091,0.181818182,0,0.181818182,0,0.090909091,0.181818182,0.181818182,0.090909091,0
175733106.9274.9274,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
175786315.9433.9432,0.045454545,0.090909091,0.136363636,0.045454545,0,0.090909091,0.363636364,0.136363636,0.045454545,0.045454545
198206764.1943.1943,0,0,0,0,0,0,0,0,0,0
198206764.1960.1943,0,0,0.181818182,0.363636364,0,0.363636364,0,0,0,0.090909091
198225832.2322.2322,0,0,0,0.25,0,0,0.375,0.375,0,0
198232838.2531.2531,0,0,0,0.4,0,0.6,0,0,0,0
198245227.2617.2617,0,0.071428571,0.142857143,0.285714286,0,0.285714286,0.071428571,0,0.071428571,0.071428571
198248074.2783.2783,0,0,0.285714286,0,0.142857143,0,0.285714286,0.142857143,0.142857143,0
198258127.2914.2914,0,0,0.2,0.2,0.2,0.2,0,0,0,0.2
198258127.2934.2914,0,0,0,0,0,0,0,0,0,0
198258886.2964.2964,0.1,0.1,0,0.2,0,0.2,0.1,0.1,0.1,0.1
198339881.3066.3066,0.142857143,0,0,0.142857143,0.142857143,0,0.285714286,0.142857143,0.142857143,0
198555002.3229.3229,0.043478261,0.043478261,0.130434783,0.086956522,0.086956522,0.173913043,0.173913043,0.130434783,0.086956522,0.043478261
275409490.16844.16844,0,0,0,0,0,0,1,0,0,0
275409490.16865.16844,0.052631579,0.052631579,0.052631579,0.105263158,0,0.342105263,0.236842105,0.078947368,0.026315789,0.052631579
275409964.17445.17445,0,0,0,0,0,0,0,0,0,0
275410862.17495.17495,0.2,0.2,0.2,0,0,0,0.2,0.2,0,0
275411406.17621.17621,0,0,0,0,0,0,0,0,0,0
278765498.27104.27104,0,0,0,0,0,0,0,0,0,0
278765498.27206.27198,0,0,0,0,0,1,0,0,0,0
279576001.27351.27351,0.25,0,0.25,0.25,0,0,0.25,0,0,0
279576316.27451.27451,0,0,0,0,0,0,0,0,0,0
279578602.27469.27469,0,0.083333333,0.083333333,0.333333333,0,0.333333333,0.083333333,0,0,0.083333333
345472052.2707.2707,0,0,0,0,0,0,0,0,0,0
345473406.2838.2838,0,0,0,0.25,0,0.25,0.25,0.25,0,0
345477164.2890.2890,0.04,0.08,0.2,0.08,0.08,0.24,0.12,0.04,0.04,0.08
345540021.3211.3211,0,0,0.166666667,0.222222222,0.055555556,0.111111111,0.222222222,0.166666667,0,0.055555556
345541683.3511.3511,0.166666667,0.166666667,0,0,0,0,0.333333333,0.166666667,0.166666667,0
345543082.3610.3610,0,0.25,0,0.25,0,0,0.25,0.25,0,0
345548400.3704.3704,0,0.090909091,0.181818182,0.272727273,0,0.272727273,0.181818182,0,0,0
236755381.13326.13326,0,0,0,0,0,0,0,0,0,0
236755381.13338.13326,0.142857143,0.142857143,0.142857143,0,0,0.142857143,0.285714286,0.142857143,0,0
236756664.13407.13407,0,0,0,0,0,0,0,0,0,0
237004026.14037.14037,0.088235294,0.088235294,0.088235294,0.205882353,0.029411765,0.117647059,0.220588235,0.117647059,0.014705882,0.029411765
237004353.14064.14064,0,0,0,0,0,0,0.5,0,0.5,0
99357960.32952.32952,0.333333333,0.333333333,0,0,0,0,0.333333333,0,0,0
99357960.32963.32952,0,0,0,0,0,0,0,0,0,0
99358716.32975.32975,0.142857143,0.142857143,0,0.142857143,0.142857143,0.142857143,0.285714286,0,0,0
99359105.33061.33061,0.166666667,0.166666667,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0
99360131.33104.33104,0,0,0,0,0,0,0,0,0,0
98071983.10061.9817,0.5,0,0,0.5,0,0,0,0,0,0
98071983.10077.9817,0.177777778,0.066666667,0.066666667,0.2,0.044444444,0.133333333,0.133333333,0.044444444,0.022222222,0.111111111
98073060.10318.10318,0.083333333,0.083333333,0.116666667,0.066666667,0.066666667,0.266666667,0.15,0.05,0.05,0.066666667
98075017.10675.10675,0,0,0,0.333333333,0,0.5,0.166666667,0,0,0
98077370.10797.10797,0.115384615,0.038461538,0.115384615,0.115384615,0.038461538,0.307692308,0.115384615,0.038461538,0.038461538,0.076923077
254096192.10524.10524,0,0,0,0,0,0,0,0,0,0
254096192.10562.10524,0,0,0,0,0,0,0,0,0,0
254117922.10635.10635,0,0,0,0,0,0,0,0,0,0
254123685.10927.10927,0.25,0,0.25,0,0,0,0.25,0.25,0,0
254351754.11182.11182,0.125,0.125,0,0.25,0,0.125,0.125,0.125,0.125,0
254353671.11900.11900,0,0.066666667,0.066666667,0.2,0,0.4,0.133333333,0,0.066666667,0.066666667
262628360.24249.24230,0.052631579,0.026315789,0.157894737,0.210526316,0.157894737,0.210526316,0.052631579,0,0.026315789,0.105263158
262628360.24230.24230,0,0,0,0,0,0,0,0,0,0
262725616.25211.25211,0,0,0,1,0,0,0,0,0,0
262727293.26791.26791,0.025,0.05,0.075,0.25,0.025,0.275,0.15,0.025,0.025,0.1
262907161.28526.28526,0,0,0.162790698,0.255813953,0.11627907,0.279069767,0.023255814,0.046511628,0,0.11627907
262936546.30241.30241,0.05,0,0.1,0.05,0.1,0.3,0.2,0.1,0,0.1
764743515.23431.23431,0,0,0,0,0,1,0,0,0,0
764743515.23458.23431,0.25,0,0.125,0.125,0.125,0.25,0,0,0,0.125
764767377.23777.23777,0,0,0.166666667,0.166666667,0,0.333333333,0.166666667,0,0,0.166666667
764769274.24108.24108,0.25,0,0.5,0,0.25,0,0,0,0,0
764770203.23777.23777,0,0,0,0,0,0,0,0,0,0
764770355.24710.24710,0.111111111,0.111111111,0,0.111111111,0.055555556,0.111111111,0.277777778,0.111111111,0.111111111,0
804707816.47153.47153,0,0,0,0,0,0,0,0,0,0
804707816.47171.47153,0.090909091,0,0.181818182,0.181818182,0,0.454545455,0,0,0,0.090909091
804790862.47803.47803,0,0,0,0,0,0,0,0,0,0
804791142.47805.47805,0,0,0,0,0,0.5,0.5,0,0,0
804845937.48367.48367,0,0,0,0,0,1,0,0,0,0
804850009.48613.48613,0,0,0.125,0.25,0.125,0.25,0.125,0,0,0.125
516227162.2635.2613,0,0,0.411764706,0.117647059,0.058823529,0.352941176,0.058823529,0,0,0
516227162.2613.2613,0,0,0,0,0,0,0,0,0,0
516312152.3648.3648,0.125,0.083333333,0.083333333,0.125,0,0.25,0.166666667,0.125,0.041666667,0
516314340.4373.4373,0.045454545,0.045454545,0.045454545,0.159090909,0.045454545,0.318181818,0.159090909,0.068181818,0.068181818,0.045454545
516316272.5479.5479,0,0,0.142857143,0.285714286,0,0.571428571,0,0,0,0
516324425.5786.5786,0,0.1,0,0.4,0,0.3,0.1,0,0.1,0
589490830.15165.15134,0,0,0,0,0,0,0,0,0,0
589490830.15134.15134,0,0,0,0,0,0,0,0,0,0
589493179.15276.15276,0,0.142857143,0.285714286,0,0,0.285714286,0.142857143,0.142857143,0,0
589500097.15974.15974,0,0,0.090909091,0.363636364,0.090909091,0.363636364,0,0,0,0.090909091
589580527.16415.16415,0.142857143,0.142857143,0.142857143,0,0,0.142857143,0.142857143,0.142857143,0.142857143,0
589588803.16894.16894,0.153846154,0,0.076923077,0,0.076923077,0.384615385,0.230769231,0,0,0.076923077
589594188.17390.17390,0,0,0.2,0.3,0,0.4,0,0,0,0.1
638992112.37014.37014,0.166666667,0.166666667,0.166666667,0,0,0,0.166666667,0.166666667,0.166666667,0
638992112.37056.37014,0.176470588,0.058823529,0.058823529,0,0,0.294117647,0.235294118,0.117647059,0.058823529,0
639200897.2575.2575,0.066666667,0.133333333,0.2,0.066666667,0.066666667,0.066666667,0.133333333,0.066666667,0.133333333,0.066666667
639333144.3007.3007,0.133333333,0.133333333,0.2,0.066666667,0,0.133333333,0.133333333,0.066666667,0.066666667,0.066666667
642377976.3467.3467,0.178571429,0.178571429,0.142857143,0,0.035714286,0.035714286,0.214285714,0.142857143,0.071428571,0
642462255.4273.4273,0.105263158,0.105263158,0.052631579,0.131578947,0.026315789,0.157894737,0.210526316,0.026315789,0.078947368,0.105263158
639003891.37721.37703,0,0,0.222222222,0.277777778,0.055555556,0.277777778,0,0,0,0.166666667
639003891.37703.37703,0,0,0,0,0,0,0,0,0,0
639005558.39283.39283,0,0,0.25,0,0,0.5,0.25,0,0,0
639006293.39554.39554,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0
639038645.40370.40370,0,0,0,0,1,0,0,0,0,0
639048050.40817.40817,0.333333333,0,0,0,0,0.333333333,0.333333333,0,0,0
52230006.113483.112880,0,0,0,0,0,0,0,0,0,0
52230727.113502.113502,0,0,0.25,0.5,0,0.25,0,0,0,0
52247059.113662.113662,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0
52267145.113981.113981,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0.125
52267951.114248.114248,0,0,0.25,0.375,0,0.375,0,0,0,0
52393329.115026.115026,0.142857143,0.142857143,0,0.142857143,0,0.142857143,0.142857143,0.142857143,0,0.142857143
52397182.115555.115368,0,0,0,0,0,0,0,0,0,0
52397182.115026.115026,0,0,0.166666667,0.333333333,0,0.5,0,0,0,0
52405209.115213.115213,0,0,0,0,0,0,0,0,0,0
52452877.115460.115460,0.4,0.2,0,0,0,0,0.2,0,0.2,0
53420222.119328.119328,0,0,0,0,0,0,0,0,0,0
53758962.128487.128487,0.222222222,0.111111111,0,0,0,0,0.222222222,0.222222222,0.222222222,0
53777671.128830.128830,0,0,0,0,0,1,0,0,0,0
54586886.129187.129187,0.088235294,0.088235294,0.058823529,0.235294118,0,0.264705882,0.176470588,0.058823529,0.029411765,0
54610995.130367.130367,0,0.4,0,0.2,0,0.2,0.2,0,0,0
54664669.130528.130528,0,0,0,0,0,0,0,0,0,0
54760737.130618.130618,0,0,0,0,0,1,0,0,0,0
10414252.98835.98811,0.27027027,0.243243243,0.027027027,0.027027027,0,0.135135135,0.27027027,0.027027027,0,0
10414252.98811.98811,0.333333333,0.333333333,0,0,0,0,0.333333333,0,0,0
10414779.99875.99875,0.229166667,0.229166667,0.020833333,0.0625,0,0.125,0.25,0.0625,0.020833333,0
10414825.100947.100947,0.25,0.25,0,0.125,0,0.125,0.25,0,0,0
10414961.101323.101323,0.166666667,0.166666667,0.083333333,0.25,0,0.166666667,0.166666667,0,0,0
10415890.101759.101759,0.333333333,0.333333333,0,0,0,0,0.333333333,0,0,0
10418083.101911.101911,0.142857143,0.071428571,0,0.142857143,0,0.357142857,0.285714286,0,0,0
10413611.96472.96462,0.159090909,0.113636364,0.022727273,0.113636364,0,0.181818182,0.181818182,0.159090909,0.045454545,0.022727273
10413611.96462.96462,0,0,0,0,0,0,0,0,0,0
10413867.97726.97302,0.055555556,0,0.111111111,0.111111111,0.055555556,0.333333333,0.222222222,0.111111111,0,0
10413867.96685.96685,0.153846154,0.230769231,0,0,0.076923077,0.076923077,0.230769231,0.076923077,0.153846154,0
10414675.97109.97109,0,0.333333333,0,0,0,0.333333333,0.333333333,0,0,0
10414675.98952.98811,0.09375,0.125,0.09375,0.09375,0.125,0.09375,0.125,0.09375,0.09375,0.0625
10414910.99192.99192,0.071428571,0.071428571,0.142857143,0.142857143,0.071428571,0.214285714,0.071428571,0.071428571,0.071428571,0.071428571
183963403.53643.53643,0,0,0,0,0,1,0,0,0,0
184022085.53862.53862,0,0,0,0,0,0,0,0,0,0
184178371.54078.54078,0.111111111,0.111111111,0,0,0.222222222,0.222222222,0.111111111,0.111111111,0.111111111,0
184180588.54500.54500,0,0,0,0.333333333,0.166666667,0.333333333,0,0,0,0.166666667
184186037.54969.54969,0,0,0,0.3,0.1,0.3,0.2,0,0,0.1
184187356.55730.55730,0.044444444,0.111111111,0.022222222,0.133333333,0.044444444,0.266666667,0.177777778,0.022222222,0.155555556,0.022222222
193623838.69145.69102,0,0,0,0,0,0,0,0,0,0
193623838.69102.69102,0,0,0,0,0,0,0,0,0,0
193642940.69310.69310,0,0,0,1,0,0,0,0,0,0
193644947.69571.69571,0,0,0,0,0,1,0,0,0,0
193701224.69742.69739,0,0,0,0,0,0,0,0,0,0
193759951.69792.69792,0.125,0,0,0.125,0,0.375,0.125,0.125,0,0.125
729802259.121325.121325,0,0,0,0,0,1,0,0,0,0
729802259.121358.121325,0,0,0.2,0.266666667,0,0.4,0,0,0,0.133333333
729804095.122590.122590,0.166666667,0.133333333,0.133333333,0.1,0.033333333,0.166666667,0.166666667,0.033333333,0.033333333,0.033333333
729813858.123452.123452,0,0,0.111111111,0,0.111111111,0.555555556,0.222222222,0,0,0
729820330.123768.123768,0,0,0,0,0,1,0,0,0,0
729824654.123959.123959,0,0,0,0,0,0,0,0,0,0
729922224.132636.132636,0,0,0,0,0,0,0,0,0,0
729922224.132656.132636,0,0.25,0,0,0,0.5,0.25,0,0,0
729923642.133171.133171,0.333333333,0,0,0,0,0.333333333,0.333333333,0,0,0
729924818.133443.133443,0,0.166666667,0,0.166666667,0,0.333333333,0.333333333,0,0,0
729925538.133443.133443,0,0.090909091,0.136363636,0.272727273,0.045454545,0.227272727,0.090909091,0,0,0.136363636
729925797.134479.134479,0,0.2,0.4,0.2,0,0,0.2,0,0,0
9981508.3625.3625,0,0,0,0,0,0,0,0,0,0
9981508.3654.3625,0.133333333,0.133333333,0.066666667,0,0,0.2,0.2,0.133333333,0.133333333,0
10252895.3052.3862,0,0,0,0,0,0,0,0,0,0
36303005.3052.0,0,0,0,0,0,0,0,0,0,0
43888436.2433.2433,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
43907529.2801.2801,0,0,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,0,0,0
43965792.3049.3049,0,0,0,0.222222222,0,0.333333333,0.222222222,0,0.222222222,0
17776495.10317.10317,0,0,0,0,0,0,0,0,0,0
17776495.10338.10317,0.0625,0,0.125,0.1875,0,0.3125,0.25,0,0,0.0625
24532311.11916.11917,0.111111111,0.037037037,0.185185185,0.037037037,0.074074074,0.296296296,0.111111111,0.074074074,0.037037037,0.037037037
24832785.12418.12418,0.166666667,0.166666667,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0
24907710.12662.12662,0.089285714,0.053571429,0.089285714,0.142857143,0.053571429,0.178571429,0.160714286,0.089285714,0.053571429,0.089285714
24922297.13770.13770,0.0625,0.0625,0.0625,0.125,0,0.1875,0.25,0.125,0.0625,0.0625
28229829.14374.14374,0.1,0,0.2,0.1,0,0.5,0,0,0,0.1
363633613.38225.38207,0.2,0,0.1,0.1,0.1,0.3,0.2,0,0,0
363633613.38207.38207,0,0,0,0,0,0,0,0,0,0
363752326.38833.38833,0.071428571,0,0.071428571,0.357142857,0,0.214285714,0.142857143,0.142857143,0,0
363758795.39582.39582,0.142857143,0.071428571,0.071428571,0.071428571,0,0.142857143,0.285714286,0.142857143,0,0.071428571
364345866.39905.39905,0.045454545,0.045454545,0,0.136363636,0.045454545,0.409090909,0.090909091,0.090909091,0.045454545,0.090909091
364355545.40493.40493,0.2,0,0.2,0,0,0.2,0.2,0.2,0,0
364972506.40764.40764,0.1,0.1,0.1,0.2,0,0.1,0.1,0.2,0.1,0
364997400.41422.41422,0,0,0,0.166666667,0,0.666666667,0.166666667,0,0,0
365071452.41676.41676,0.105263158,0.105263158,0,0.157894737,0,0.157894737,0.210526316,0.105263158,0.105263158,0.052631579
347432697.31677.31677,0,0,0,0,0,0,0,0,0,0
347432697.31709.31677,0.195652174,0.02173913,0.065217391,0.282608696,0.043478261,0.304347826,0.043478261,0.02173913,0,0.02173913
347435150.32801.32801,0.137931034,0,0,0.310344828,0.034482759,0.310344828,0.103448276,0.034482759,0.034482759,0.034482759
347494825.33764.33764,0.217391304,0,0,0.304347826,0.043478261,0.304347826,0.086956522,0.043478261,0,0
347501021.34366.34366,0.1,0,0.05,0.3,0.05,0.45,0,0,0,0.05
347517907.34782.34782,0,0,0,0.333333333,0,0.666666667,0,0,0,0
347550165.35214.35214,0.125,0.041666667,0.041666667,0.291666667,0.041666667,0.375,0.041666667,0,0,0.041666667
347580803.35655.35655,0,0,0.222222222,0.333333333,0.111111111,0.222222222,0,0,0,0.111111111
359384905.36011.36011,0,0.2,0,0.2,0,0.4,0.2,0,0,0
87557830.58983.58945,0.058823529,0.137254902,0.058823529,0.137254902,0.039215686,0.235294118,0.156862745,0.078431373,0.019607843,0.078431373
87557830.58945.58945,0,0,0,0,0,0,0,0,0,0
87560960.60662.60662,0.166666667,0.083333333,0.166666667,0.083333333,0.083333333,0.166666667,0.083333333,0.083333333,0,0.083333333
87983034.61148.61148,0.125,0.125,0.025,0.15,0,0.15,0.175,0.05,0.025,0.175
87988214.61746.61746,0,0,0.142857143,0.285714286,0.142857143,0.285714286,0,0,0,0.142857143
88019769.62133.62133,0,0,0,0,0,1,0,0,0,0
89229941.62315.62315,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0
89343728.62403.62403,0.081081081,0.081081081,0.081081081,0.162162162,0.054054054,0.216216216,0.135135135,0.054054054,0.027027027,0.108108108
89432371.63443.63443,0.107142857,0.107142857,0.035714286,0.142857143,0,0.214285714,0.178571429,0.071428571,0.071428571,0.071428571
102857409.67168.67168,0.25,0.25,0,0,0,0,0.25,0.25,0,0
102857409.67235.67168,0,0,0.117647059,0.235294118,0,0.529411765,0.058823529,0,0,0.058823529
103244462.67937.67937,0.153846154,0.153846154,0.076923077,0.153846154,0,0.153846154,0.153846154,0.153846154,0,0
103245984.68316.68316,0,0,0,0,0,0,0,0,0,0
103252573.68416.68416,0,0,0.052631579,0.421052632,0.052631579,0.421052632,0,0,0,0.052631579
103375687.69004.69004,0,0,0.25,0.375,0.125,0.125,0,0,0,0.125
103379957.69534.69534,0,0,0.153846154,0.230769231,0.076923077,0.307692308,0,0,0,0.230769231
103495020.69911.69911,0.03030303,0.03030303,0.090909091,0.333333333,0.03030303,0.242424242,0.121212121,0,0.03030303,0.090909091
103498883.70876.70876,0.1,0.1,0.1,0.2,0,0.3,0.1,0.1,0,0
253914735.46610.46610,0,0,0,0,0,0,0,0,0,0
253989934.49238.49238,0,0,0.2,0.2,0,0.4,0,0,0,0.2
254066720.50228.49501,0.222222222,0,0,0.222222222,0,0.111111111,0.222222222,0.222222222,0,0
254077903.51786.50590,0,0,0.105263158,0.368421053,0.052631579,0.315789474,0.052631579,0,0,0.105263158
254081002.52507.52507,0,0,0.076923077,0.230769231,0,0.538461538,0.076923077,0,0,0.076923077
